,disease,occurrences,symptoms
1030,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0553668_labored breathing
1031,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0015967_fever
1032,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0848340_stuffy nose
1033,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0850149_non-productive cough
1034,UMLS:C0041912_upper  respiratory infection,135,UMLS:C1260880_snuffle
1035,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0085632_indifferent mood
1036,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0231872_egophony
1037,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0234866_barking cough
1038,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0521516_polymyalgia
1039,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0008033_pleuritic pain
1040,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0028081_night sweat
1041,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0013404_dyspnea
1042,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0239134_productive cough
1043,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0029053_decreased translucency
1044,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0035508_rhonchus
1045,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0425488_rapid shallow breathing
1046,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0277797_apyrexial
1047,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0237304_noisy respiration
1048,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0264273_nasal discharge present
1049,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0743482_emphysematous change
1050,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0871754_frail
1051,UMLS:C0041912_upper  respiratory infection,135,UMLS:C1511606_cystic lesion
1052,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0436331_symptom aggravating factors
1053,UMLS:C0041912_upper  respiratory infection,135,UMLS:C0578150_hemodynamically stable
1054,UMLS:C0019158_hepatitis,133,UMLS:C0003962_ascites
1055,UMLS:C0019158_hepatitis,133,UMLS:C0233308_spontaneous rupture of membranes
1056,UMLS:C0019158_hepatitis,133,UMLS:C0231835_tachypnea
1057,UMLS:C0019158_hepatitis,133,UMLS:C0000737_pain abdominal
1058,UMLS:C0019158_hepatitis,133,UMLS:C0033774_pruritus
1059,UMLS:C0019158_hepatitis,133,UMLS:C0003123_anorexia
1060,UMLS:C0019158_hepatitis,133,UMLS:C1096646_transaminitis
1061,UMLS:C0019158_hepatitis,133,UMLS:C0221151_projectile vomiting
1062,UMLS:C0019158_hepatitis,133,UMLS:C0085593_chill
1063,UMLS:C0019158_hepatitis,133,UMLS:C0476273_distress respiratory
1064,UMLS:C0019158_hepatitis,133,UMLS:C0015967_fever
1065,UMLS:C0019158_hepatitis,133,UMLS:C0042963_vomiting
1066,UMLS:C0020542_hypertension  pulmonary,128,UMLS:C0392680_shortness of breath
1067,UMLS:C0020542_hypertension  pulmonary,128,UMLS:C0271276_Stahli's line
1068,UMLS:C0020542_hypertension  pulmonary,128,UMLS:C0581911_heavy legs
1069,UMLS:C0020542_hypertension  pulmonary,128,UMLS:C0238844_breath sounds decreased
1070,UMLS:C0020542_hypertension  pulmonary,128,UMLS:C0151315_neck stiffness
1071,UMLS:C0020542_hypertension  pulmonary,128,UMLS:C0231807_dyspnea on exertion
1072,UMLS:C0020542_hypertension  pulmonary,128,UMLS:C0010520_cyanosis
1073,UMLS:C0020542_hypertension  pulmonary,128,UMLS:C0020649_hypotension
1074,UMLS:C0020542_hypertension  pulmonary,128,UMLS:C0238705_left atrial hypertrophy
1075,UMLS:C0011168_deglutition  disorder,126,UMLS:C0030554_paresthesia
1076,UMLS:C0011168_deglutition  disorder,126,UMLS:C0231690_titubation
1077,UMLS:C0011168_deglutition  disorder,126,UMLS:C0013362_dysarthria
1078,UMLS:C0011168_deglutition  disorder,126,UMLS:C0221150_painful swallowing
1079,UMLS:C0011168_deglutition  disorder,126,UMLS:C0019825_hoarseness
1080,UMLS:C0011168_deglutition  disorder,126,UMLS:C0038450_stridor
1081,UMLS:C0011168_deglutition  disorder,126,UMLS:C0037763_spasm
1082,UMLS:C0011168_deglutition  disorder,126,UMLS:C0004093_asthenia
1083,UMLS:C0011168_deglutition  disorder,126,UMLS:C0234979_dysdiadochokinesia
1084,UMLS:C0011168_deglutition  disorder,126,UMLS:C0004134_ataxia
1085,UMLS:C0011168_deglutition  disorder,126,UMLS:C1321756_achalasia
1086,UMLS:C0011168_deglutition  disorder,126,UMLS:C0043096_decreased body weight
1087,UMLS:C0011168_deglutition  disorder,126,UMLS:C0427008_stiffness
1088,UMLS:C0011168_deglutition  disorder,126,UMLS:C0221198_lesion
1089,UMLS:C0011168_deglutition  disorder,126,UMLS:C0748706_side pain
1090,UMLS:C0018099_gout,124,UMLS:C0600142_hot flush
1091,UMLS:C0018099_gout,124,UMLS:C0030193_pain
1092,UMLS:C0018099_gout,124,UMLS:C0332575_redness
1093,UMLS:C0018099_gout,124,UMLS:C0038999_swelling
1094,UMLS:C0018099_gout,124,UMLS:C0041834_erythema
1095,UMLS:C0018099_gout,124,UMLS:C0743482_emphysematous change
1096,UMLS:C0018099_gout,124,UMLS:C0234233_sore to touch
1097,UMLS:C0018099_gout,124,UMLS:C0086439_hypokinesia
1098,UMLS:C0018099_gout,124,UMLS:C0003962_ascites
1099,UMLS:C0018099_gout,124,UMLS:C0376405_patient non compliance
1100,UMLS:C0040034_thrombocytopaenia,123,UMLS:C0013491_ecchymosis
1101,UMLS:C0040034_thrombocytopaenia,123,UMLS:C0085702_monocytosis
1102,UMLS:C0040034_thrombocytopaenia,123,UMLS:C0032781_posterior rhinorrhea
1103,UMLS:C0040034_thrombocytopaenia,123,UMLS:C0019080_haemorrhage
1104,UMLS:C0040034_thrombocytopaenia,123,UMLS:C0231835_tachypnea
1105,UMLS:C0040034_thrombocytopaenia,123,UMLS:C0015967_fever
1106,UMLS:C0040034_thrombocytopaenia,123,UMLS:C0033774_pruritus
1107,UMLS:C0040034_thrombocytopaenia,123,UMLS:C0020649_hypotension
1108,UMLS:C0040034_thrombocytopaenia,123,UMLS:C0015672_fatigue
1109,UMLS:C0020615_hypoglycemia,122,UMLS:C0241526_unresponsiveness
1110,UMLS:C0020615_hypoglycemia,122,"UMLS:C0020672_hypothermia, natural"
1111,UMLS:C0020615_hypoglycemia,122,UMLS:C0542044_incoherent
1112,UMLS:C0020615_hypoglycemia,122,UMLS:C0151878_qt interval prolonged
1113,UMLS:C0020615_hypoglycemia,122,UMLS:C0311395_lameness^UMLS:C1456822_claudication
1114,UMLS:C0020615_hypoglycemia,122,UMLS:C0041657_unconscious state
1115,UMLS:C0020615_hypoglycemia,122,UMLS:C0392162_clammy skin
1116,UMLS:C0020615_hypoglycemia,122,UMLS:C0032617_polyuria
1117,UMLS:C0020615_hypoglycemia,122,UMLS:C0476273_distress respiratory
1118,UMLS:C0020615_hypoglycemia,122,UMLS:C0020649_hypotension
1119,UMLS:C0032290_pneumonia  aspiration,119,UMLS:C0264576_mediastinal shift
1120,UMLS:C0032290_pneumonia  aspiration,119,UMLS:C0015967_fever
1121,UMLS:C0032290_pneumonia  aspiration,119,UMLS:C0009024_clonus
1122,UMLS:C0032290_pneumonia  aspiration,119,UMLS:C0856054_mental status changes
1123,UMLS:C0032290_pneumonia  aspiration,119,UMLS:C0029053_decreased translucency
1124,UMLS:C0032290_pneumonia  aspiration,119,UMLS:C0241526_unresponsiveness
1125,UMLS:C0032290_pneumonia  aspiration,119,UMLS:C0277794_extreme exhaustion
1126,UMLS:C0032290_pneumonia  aspiration,119,UMLS:C0085628_stupor
1127,UMLS:C0032290_pneumonia  aspiration,119,UMLS:C0036572_seizure
1128,UMLS:C0032290_pneumonia  aspiration,119,UMLS:C1096646_transaminitis
1129,UMLS:C0032290_pneumonia  aspiration,119,UMLS:C0018991_hemiplegia
1130,UMLS:C0032290_pneumonia  aspiration,119,UMLS:C0010200_cough
1131,UMLS:C0032290_pneumonia  aspiration,119,UMLS:C0232517_gurgle
1132,UMLS:C0032290_pneumonia  aspiration,119,UMLS:C0030193_pain
1133,UMLS:C0032290_pneumonia  aspiration,119,UMLS:C0011991_diarrhea
1134,UMLS:C0032290_pneumonia  aspiration,119,UMLS:C0000737_pain abdominal
1135,UMLS:C0009319_colitis,114,UMLS:C0015967_fever
1136,UMLS:C0009319_colitis,114,UMLS:C0205400_thicken
1137,UMLS:C0009319_colitis,114,UMLS:C0457097_green sputum
1138,UMLS:C0009319_colitis,114,UMLS:C0042963_vomiting
1139,UMLS:C0009319_colitis,114,UMLS:C0027498_nausea and vomiting
1140,UMLS:C0009319_colitis,114,UMLS:C0541798_awakening early
1141,UMLS:C0009319_colitis,114,UMLS:C0030193_pain
1142,UMLS:C0009319_colitis,114,UMLS:C0027497_nausea
1143,UMLS:C0009319_colitis,114,UMLS:C0085593_chill
1144,UMLS:C0009319_colitis,114,UMLS:C0232726_tenesmus
1145,UMLS:C0009319_colitis,114,UMLS:C0150045_urge incontinence
1146,UMLS:C0009319_colitis,114,UMLS:C0000737_pain abdominal
1147,UMLS:C0009319_colitis,114,UMLS:C0578150_hemodynamically stable
1148,UMLS:C1510475_diverticulosis,114,UMLS:C1167754_fecaluria
1149,UMLS:C1510475_diverticulosis,114,UMLS:C0009806_constipation
1150,UMLS:C1510475_diverticulosis,114,UMLS:C0549483_abscess bacterial
1151,UMLS:C1510475_diverticulosis,114,UMLS:C0744740_heme positive
1152,UMLS:C1510475_diverticulosis,114,UMLS:C0220870_lightheadedness
1153,UMLS:C1510475_diverticulosis,114,UMLS:C0011991_diarrhea
1154,UMLS:C1510475_diverticulosis,114,UMLS:C0019080_haemorrhage
1155,UMLS:C1510475_diverticulosis,114,UMLS:C0030193_pain
1156,UMLS:C1510475_diverticulosis,114,UMLS:C0221151_projectile vomiting
1157,UMLS:C1510475_diverticulosis,114,UMLS:C0232894_pneumatouria
1158,UMLS:C1510475_diverticulosis,114,UMLS:C1511606_cystic lesion
1159,UMLS:C1510475_diverticulosis,114,UMLS:C0003123_anorexia
1160,UMLS:C1510475_diverticulosis,114,UMLS:C0027497_nausea
1161,UMLS:C1510475_diverticulosis,114,UMLS:C0424000_feeling suicidal
1162,UMLS:C1510475_diverticulosis,114,UMLS:C0150041_feeling hopeless
1163,UMLS:C0038663_suicide  attempt,114,UMLS:C0233762_hallucinations auditory
1164,UMLS:C0038663_suicide  attempt,114,UMLS:C0917801_sleeplessness
1165,UMLS:C0038663_suicide  attempt,114,UMLS:C0438696_suicidal
1166,UMLS:C0038663_suicide  attempt,114,UMLS:C0424230_motor retardation
1167,UMLS:C0038663_suicide  attempt,114,UMLS:C0424109_weepiness
1168,UMLS:C0038663_suicide  attempt,114,UMLS:C0235198_unable to concentrate
1169,UMLS:C0038663_suicide  attempt,114,UMLS:C0234544_todd paralysis
1170,UMLS:C0038663_suicide  attempt,114,UMLS:C0233481_worry
1171,UMLS:C0038663_suicide  attempt,114,UMLS:C0015672_fatigue
1172,UMLS:C0038663_suicide  attempt,114,UMLS:C0040822_tremor
1173,UMLS:C0038663_suicide  attempt,114,UMLS:C0740880_alcoholic withdrawal symptoms
1174,UMLS:C0038663_suicide  attempt,114,UMLS:C0085631_agitation
1175,UMLS:C0038663_suicide  attempt,114,UMLS:C0241526_unresponsiveness
1176,UMLS:C0038663_suicide  attempt,114,UMLS:C0312422_blackout
1177,UMLS:C0038663_suicide  attempt,114,UMLS:C0424092_withdraw
1178,UMLS:C0038663_suicide  attempt,114,UMLS:C1299586_difficulty
1179,UMLS:C0038663_suicide  attempt,114,UMLS:C0022107_irritable mood
1180,UMLS:C0038663_suicide  attempt,114,UMLS:C0234215_sensory discomfort
1181,UMLS:C0038663_suicide  attempt,114,UMLS:C0013144_drowsiness
1182,UMLS:C0038663_suicide  attempt,114,UMLS:C0016579_formication
1183,UMLS:C0038663_suicide  attempt,114,UMLS:C0041657_unconscious state
1184,UMLS:C0038663_suicide  attempt,114,UMLS:C0015967_fever
1185,UMLS:C0038663_suicide  attempt,114,UMLS:C0010200_cough
1186,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C0457096_yellow sputum
1187,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C0006625_cachexia
1188,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C0085593_chill
1189,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C0043096_decreased body weight
1190,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C0239134_productive cough
1191,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C0231528_myalgia
1192,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C0011991_diarrhea
1193,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C0151315_neck stiffness
1194,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C0239133_hacking cough
1195,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C1384606_dyspareunia
1196,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C0020621_hypokalemia
1197,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C0231807_dyspnea on exertion
1198,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C0149758_poor dentition
1199,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C1096646_transaminitis
1200,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C0850149_non-productive cough
1201,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C0018681_headache
1202,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C0857516_floppy
1203,UMLS:C0032305_Pneumocystis  carinii pneumonia,113,UMLS:C0233308_spontaneous rupture of membranes
1204,UMLS:C0019163_hepatitis  B,111,UMLS:C0233467_inappropriate affect
1205,UMLS:C0019163_hepatitis  B,111,UMLS:C0231835_tachypnea
1206,UMLS:C0019163_hepatitis  B,111,UMLS:C0457096_yellow sputum
1207,UMLS:C0019163_hepatitis  B,111,UMLS:C0221151_projectile vomiting
1208,UMLS:C0019163_hepatitis  B,111,UMLS:C0576456_poor feeding
1209,UMLS:C0019163_hepatitis  B,111,UMLS:C0000737_pain abdominal
1210,UMLS:C0019163_hepatitis  B,111,UMLS:C0232498_abdominal tenderness
1211,UMLS:C0019163_hepatitis  B,111,UMLS:C0558195_wheelchair bound
1212,UMLS:C0019163_hepatitis  B,111,UMLS:C0859032_moan
1213,UMLS:C0030567_parkinson  disease,108,UMLS:C1321756_achalasia
1214,UMLS:C0030567_parkinson  disease,108,UMLS:C0085639_fall
1215,UMLS:C0030567_parkinson  disease,108,UMLS:C0427008_stiffness
1216,UMLS:C0030567_parkinson  disease,108,UMLS:C0424092_withdraw
1217,UMLS:C0030567_parkinson  disease,108,UMLS:C0085631_agitation
1218,UMLS:C0030567_parkinson  disease,108,UMLS:C0018991_hemiplegia
1219,UMLS:C0030567_parkinson  disease,108,UMLS:C1299586_difficulty
1220,UMLS:C0030567_parkinson  disease,108,UMLS:C0241526_unresponsiveness
1221,UMLS:C0030567_parkinson  disease,108,UMLS:C0039070_syncope
1222,UMLS:C0030567_parkinson  disease,108,UMLS:C0427055_facial paresis
1223,UMLS:C0030567_parkinson  disease,108,UMLS:C0149746_orthostasis
1224,UMLS:C0030567_parkinson  disease,108,UMLS:C0233481_worry
1225,UMLS:C0030567_parkinson  disease,108,UMLS:C0013144_drowsiness^UMLS:C0234450_sleepy
1226,UMLS:C0030567_parkinson  disease,108,UMLS:C0018965_hematuria
1227,UMLS:C0030567_parkinson  disease,108,UMLS:C0040822_tremor
1228,UMLS:C0030567_parkinson  disease,108,UMLS:C0028081_night sweat
1229,UMLS:C0030567_parkinson  disease,108,UMLS:C0577559_mass of body structure
1230,UMLS:C0024299_lymphoma,105,UMLS:C0221198_lesion
1231,UMLS:C0024299_lymphoma,105,UMLS:C0015967_fever
1232,UMLS:C0024299_lymphoma,105,UMLS:C0221232_welt
1233,UMLS:C0024299_lymphoma,105,UMLS:C1096646_transaminitis
1234,UMLS:C0024299_lymphoma,105,UMLS:C0043096_decreased body weight
1235,UMLS:C0024299_lymphoma,105,UMLS:C0004134_ataxia
1236,UMLS:C0024299_lymphoma,105,UMLS:C0040264_tinnitus
1237,UMLS:C0024299_lymphoma,105,UMLS:C0020303_hydropneumothorax
1238,UMLS:C0024299_lymphoma,105,UMLS:C0429562_superimposition
1239,UMLS:C0024299_lymphoma,105,UMLS:C0019079_haemoptysis
1240,UMLS:C0024299_lymphoma,105,UMLS:C0015672_fatigue^UMLS:C0557875_tired
1241,UMLS:C0024299_lymphoma,105,UMLS:C0085602_polydypsia
1242,UMLS:C0024299_lymphoma,105,UMLS:C0241705_difficulty passing urine
1243,UMLS:C0020456_hyperglycemia,104,UMLS:C0234233_sore to touch
1244,UMLS:C0020456_hyperglycemia,104,UMLS:C0033774_pruritus
1245,UMLS:C0020456_hyperglycemia,104,UMLS:C0235129_feeling strange
1246,UMLS:C0020456_hyperglycemia,104,UMLS:C0241157_pustule
1247,UMLS:C0020456_hyperglycemia,104,UMLS:C0332601_cushingoid facies^UMLS:C0878661_cushingoid habitus
1248,UMLS:C0020456_hyperglycemia,104,UMLS:C0043096_decreased body weight
1249,UMLS:C0020456_hyperglycemia,104,UMLS:C0344315_mood depressed
1250,UMLS:C0020456_hyperglycemia,104,UMLS:C0239301_estrogen use
1251,UMLS:C0020456_hyperglycemia,104,UMLS:C0043144_wheezing
1252,UMLS:C0020456_hyperglycemia,104,UMLS:C0003962_ascites
1253,UMLS:C0020456_hyperglycemia,104,UMLS:C0036572_seizure
1254,UMLS:C0085584_encephalopathy,103,UMLS:C0242143_uncoordination
1255,UMLS:C0085584_encephalopathy,103,UMLS:C0232766_asterixis
1256,UMLS:C0085584_encephalopathy,103,UMLS:C0019080_haemorrhage
1257,UMLS:C0085584_encephalopathy,103,UMLS:C0013144_drowsiness^UMLS:C0234450_sleepy
1258,UMLS:C0085584_encephalopathy,103,UMLS:C0424530_absences finding
1259,UMLS:C0085584_encephalopathy,103,UMLS:C0872410_posturing
1260,UMLS:C0085584_encephalopathy,103,UMLS:C0236018_aura
1261,UMLS:C0085584_encephalopathy,103,UMLS:C0270844_tonic seizures
1262,UMLS:C0085584_encephalopathy,103,UMLS:C0742985_debilitation
1263,UMLS:C0085584_encephalopathy,103,UMLS:C0239110_consciousness clear
1264,UMLS:C0085584_encephalopathy,103,UMLS:C0241526_unresponsiveness
1265,UMLS:C0085584_encephalopathy,103,UMLS:C0205400_thicken
1266,UMLS:C0085584_encephalopathy,103,UMLS:C0086439_hypokinesia
1267,UMLS:C0040961_tricuspid  valve insufficiency,101,UMLS:C0392680_shortness of breath
1268,UMLS:C0040961_tricuspid  valve insufficiency,101,UMLS:C0030193_pain
1269,UMLS:C0040961_tricuspid  valve insufficiency,101,UMLS:C0042963_vomiting
1270,UMLS:C0040961_tricuspid  valve insufficiency,101,UMLS:C0027497_nausea
1271,UMLS:C0040961_tricuspid  valve insufficiency,101,UMLS:C0428977_bradycardia
1272,UMLS:C0040961_tricuspid  valve insufficiency,101,UMLS:C0000737_pain abdominal
1273,UMLS:C0040961_tricuspid  valve insufficiency,101,UMLS:C0015967_fever
1274,UMLS:C0040961_tricuspid  valve insufficiency,101,UMLS:C0008767_cicatrisation
1275,UMLS:C0040961_tricuspid  valve insufficiency,101,UMLS:C0264576_mediastinal shift
1276,UMLS:C0040961_tricuspid  valve insufficiency,101,UMLS:C0338656_impaired cognition
1277,UMLS:C0002395_Alzheimer's  disease,101,UMLS:C0013132_drool
1278,UMLS:C0002395_Alzheimer's  disease,101,UMLS:C0085631_agitation
1279,UMLS:C0002395_Alzheimer's  disease,101,UMLS:C0028084_nightmare
1280,UMLS:C0002395_Alzheimer's  disease,101,UMLS:C0035508_rhonchus
1281,UMLS:C0002395_Alzheimer's  disease,101,UMLS:C0239110_consciousness clear
1282,UMLS:C0002395_Alzheimer's  disease,101,UMLS:C0235231_pin-point pupils
1283,UMLS:C0002395_Alzheimer's  disease,101,UMLS:C0425251_bedridden^UMLS:C0741453_bedridden
1284,UMLS:C0002395_Alzheimer's  disease,101,UMLS:C0871754_frail
1285,UMLS:C0002395_Alzheimer's  disease,101,UMLS:C0234379_tremor resting
1286,UMLS:C0002395_Alzheimer's  disease,101,UMLS:C0020461_hyperkalemia
1287,UMLS:C0002395_Alzheimer's  disease,101,UMLS:C0427055_facial paresis
1288,UMLS:C0002395_Alzheimer's  disease,101,UMLS:C0541992_groggy
1289,UMLS:C0002395_Alzheimer's  disease,101,UMLS:C0231530_muscle twitch
1290,UMLS:C0002395_Alzheimer's  disease,101,UMLS:C0558195_wheelchair bound
1291,UMLS:C0002395_Alzheimer's  disease,101,UMLS:C0040822_tremor
1292,UMLS:C0002395_Alzheimer's  disease,101,UMLS:C0010200_cough
1293,UMLS:C0002395_Alzheimer's  disease,101,UMLS:C0015967_fever
1294,UMLS:C0006840_candidiasis^UMLS:C0006849_oral  candidiasis,99,UMLS:C0011991_diarrhea
1295,UMLS:C0006840_candidiasis^UMLS:C0006849_oral  candidiasis,99,UMLS:C0242429_throat sore
1296,UMLS:C0006840_candidiasis^UMLS:C0006849_oral  candidiasis,99,UMLS:C0043096_decreased body weight
1297,UMLS:C0006840_candidiasis^UMLS:C0006849_oral  candidiasis,99,UMLS:C0085593_chill
1298,UMLS:C0006840_candidiasis^UMLS:C0006849_oral  candidiasis,99,UMLS:C0018681_headache
1299,UMLS:C0006840_candidiasis^UMLS:C0006849_oral  candidiasis,99,UMLS:C0232498_abdominal tenderness
1300,UMLS:C0006840_candidiasis^UMLS:C0006849_oral  candidiasis,99,UMLS:C0376405_patient non compliance
1301,UMLS:C0006840_candidiasis^UMLS:C0006849_oral  candidiasis,99,UMLS:C0085636_photophobia
1302,UMLS:C0006840_candidiasis^UMLS:C0006849_oral  candidiasis,99,UMLS:C0028081_night sweat
1303,UMLS:C0006840_candidiasis^UMLS:C0006849_oral  candidiasis,99,UMLS:C0221150_painful swallowing
1304,UMLS:C0006840_candidiasis^UMLS:C0006849_oral  candidiasis,99,UMLS:C0149758_poor dentition
1305,UMLS:C0006840_candidiasis^UMLS:C0006849_oral  candidiasis,99,UMLS:C1096646_transaminitis
1306,UMLS:C0006840_candidiasis^UMLS:C0006849_oral  candidiasis,99,UMLS:C0850149_non-productive cough
1307,UMLS:C0006840_candidiasis^UMLS:C0006849_oral  candidiasis,99,UMLS:C0559546_adverse reaction^UMLS:C0879626_adverse effect
1308,UMLS:C0006840_candidiasis^UMLS:C0006849_oral  candidiasis,99,UMLS:C1291077_abdominal bloating
1309,UMLS:C0442874_neuropathy,99,UMLS:C0004093_asthenia
1310,UMLS:C0442874_neuropathy,99,UMLS:C0028643_numbness
1311,UMLS:C0442874_neuropathy,99,UMLS:C0027498_nausea and vomiting
1312,UMLS:C0442874_neuropathy,99,UMLS:C0541798_awakening early
1313,UMLS:C0442874_neuropathy,99,UMLS:C0020303_hydropneumothorax
1314,UMLS:C0442874_neuropathy,99,UMLS:C0429562_superimposition
1315,UMLS:C0442874_neuropathy,99,UMLS:C0231230_fatigability
1316,UMLS:C0442874_neuropathy,99,UMLS:C0232726_tenesmus
1317,UMLS:C0442874_neuropathy,99,UMLS:C0030193_pain
1318,UMLS:C0442874_neuropathy,99,UMLS:C0232854_slowing of urinary stream
1319,UMLS:C0022658_kidney  disease,96,UMLS:C0392680_shortness of breath
1320,UMLS:C0022658_kidney  disease,96,UMLS:C0020461_hyperkalemia
1321,UMLS:C0022658_kidney  disease,96,UMLS:C0008031_pain chest
1322,UMLS:C0022658_kidney  disease,96,UMLS:C0015967_fever
1323,UMLS:C0022658_kidney  disease,96,UMLS:C0232995_gravida 0
1324,UMLS:C0022658_kidney  disease,96,UMLS:C0151706_bleeding of vagina
1325,UMLS:C0023267_fibroid  tumor,96,UMLS:C0233071_para 2
1326,UMLS:C0023267_fibroid  tumor,96,UMLS:C0019080_haemorrhage
1327,UMLS:C0023267_fibroid  tumor,96,UMLS:C0156543_abortion
1328,UMLS:C0023267_fibroid  tumor,96,UMLS:C0232943_intermenstrual heavy bleeding
1329,UMLS:C0023267_fibroid  tumor,96,UMLS:C0026827_muscle hypotonia^UMLS:C0241938_hypotonic
1330,UMLS:C0023267_fibroid  tumor,96,UMLS:C0232997_previous pregnancies 2
1331,UMLS:C0023267_fibroid  tumor,96,UMLS:C0392680_shortness of breath
1332,UMLS:C0023267_fibroid  tumor,96,UMLS:C0015967_fever
1333,UMLS:C0023267_fibroid  tumor,96,UMLS:C0018834_heartburn
1334,UMLS:C0023267_fibroid  tumor,96,UMLS:C0860096_primigravida
1335,UMLS:C0023267_fibroid  tumor,96,UMLS:C0702118_abnormally  hard consistency
1336,UMLS:C0023267_fibroid  tumor,96,UMLS:C1405524_proteinemia
1337,UMLS:C0017601_glaucoma,95,UMLS:C0085639_fall
1338,UMLS:C0017601_glaucoma,95,UMLS:C0000731_distended  abdomen
1339,UMLS:C0017601_glaucoma,95,UMLS:C1273573_unsteady  gait
1340,UMLS:C0017601_glaucoma,95,UMLS:C0030554_paresthesia
1341,UMLS:C0017601_glaucoma,95,UMLS:C0020625_hyponatremia
1342,UMLS:C0017601_glaucoma,95,UMLS:C0085631_agitation
1343,UMLS:C0017601_glaucoma,95,UMLS:C0041657_unconscious  state
1344,UMLS:C0017601_glaucoma,95,UMLS:C0085624_burning  sensation
1345,UMLS:C0017601_glaucoma,95,UMLS:C0221198_lesion
1346,UMLS:C0017601_glaucoma,95,UMLS:C0577559_mass of body structure
1347,UMLS:C0027627_neoplasm  metastasis,94,UMLS:C0205400_thicken
1348,UMLS:C0027627_neoplasm  metastasis,94,UMLS:C1269955_tumor cell invasion
1349,UMLS:C0027627_neoplasm  metastasis,94,UMLS:C1513183_metastatic lesion
1350,UMLS:C0027627_neoplasm  metastasis,94,UMLS:C0007859_pain neck
1351,UMLS:C0027627_neoplasm  metastasis,94,UMLS:C0034079_lung nodule
1352,UMLS:C0027627_neoplasm  metastasis,94,UMLS:C0030193_pain
1353,UMLS:C0027627_neoplasm  metastasis,94,UMLS:C0000737_pain abdominal
1354,UMLS:C0027627_neoplasm  metastasis,94,UMLS:C0149696_food intolerance
1355,UMLS:C0027627_neoplasm  metastasis,94,UMLS:C0577559_mass of body structure
1356,UMLS:C0027627_neoplasm  metastasis,94,UMLS:C0741302_atypia
1357,UMLS:C0007102_malignant  tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0221198_lesion
1358,UMLS:C0007102_malignant  tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0242453_prostatism
1359,UMLS:C0007102_malignant  tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0009806_constipation
1360,UMLS:C0007102_malignant  tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0858924_general discomfort
1361,UMLS:C0007102_malignant  tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0011991_diarrhea
1362,UMLS:C0007102_malignant  tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0000737_pain abdominal
1363,UMLS:C0007102_malignant  tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0152032_urinary hesitation
1364,UMLS:C0007102_malignant  tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0857087_dizzy spells
1365,UMLS:C0007102_malignant  tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0278146_shooting pain
1366,UMLS:C0007102_malignant  tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0428977_bradycardia
